                  epoch,         train/box_loss,         train/seg_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(M),      metrics/recall(M),       metrics/mAP50(M),    metrics/mAP50-95(M),           val/box_loss,           val/seg_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     64,                 1.5978,                 1.8696,                  1.035,                0.83449,                0.47814,                0.45808,                0.42593,                0.17357,                0.35707,                0.37126,                 0.2767,                0.08161,                 2.0498,                 3.5324,                 1.3663,                0.89451,              0.0011816,              0.0011816,              0.0011816
                     65,                 1.6173,                 1.7344,                0.97632,                0.85386,                0.47814,                0.45808,                0.42593,                0.17357,                0.35707,                0.37126,                 0.2767,                0.08161,                 2.0498,                 3.5324,                 1.3663,                0.89451,              0.0011684,              0.0011684,              0.0011684
                     66,                 1.7994,                 2.1543,                 1.0864,                0.85478,                0.48629,                0.41317,                0.39769,                0.15947,                0.34272,                0.34731,                0.27368,                0.07795,                 2.0505,                 3.2642,                 1.3037,                0.89082,              0.0011552,              0.0011552,              0.0011552
                     67,                 1.5921,                 1.7136,                0.98108,                0.85034,                0.48629,                0.41317,                0.39769,                0.15947,                0.34272,                0.34731,                0.27368,                0.07795,                 2.0505,                 3.2642,                 1.3037,                0.89082,               0.001142,               0.001142,               0.001142
                     68,                 1.8247,                 2.1888,                 1.4105,                0.90696,                0.51671,                0.42895,                0.42785,                0.17772,                0.37419,                0.37425,                0.29538,                0.08498,                 1.9619,                 2.9666,                  1.264,                 0.8872,              0.0011288,              0.0011288,              0.0011288
                     69,                 1.8002,                 2.0912,                 1.0987,                0.85423,                0.51671,                0.42895,                0.42785,                0.17772,                0.37419,                0.37425,                0.29538,                0.08498,                 1.9619,                 2.9666,                  1.264,                 0.8872,              0.0011156,              0.0011156,              0.0011156
                     70,                 1.8347,                  2.025,                 1.2224,                0.84661,                0.58735,                0.40419,                0.44946,                0.20265,                   0.37,                0.40419,                0.32171,                0.09605,                 1.8928,                 2.7644,                 1.2537,                0.89044,              0.0011024,              0.0011024,              0.0011024
                     71,                 1.7387,                 2.1776,                 1.4118,                0.89424,                0.58735,                0.40419,                0.44946,                0.20265,                   0.37,                0.40419,                0.32171,                0.09605,                 1.8928,                 2.7644,                 1.2537,                0.89044,              0.0010892,              0.0010892,              0.0010892
                     72,                 1.6416,                 1.7328,                 0.9816,                0.84348,                0.57123,                0.39222,                0.44986,                 0.1936,                 0.3644,                0.33533,                 0.2887,                0.08757,                 1.9869,                 2.9538,                 1.3264,                 0.8991,               0.001076,               0.001076,               0.001076
                     73,                 1.7769,                 2.0761,                 1.6171,                0.86487,                0.57123,                0.39222,                0.44986,                 0.1936,                 0.3644,                0.33533,                 0.2887,                0.08757,                 1.9869,                 2.9538,                 1.3264,                 0.8991,              0.0010628,              0.0010628,              0.0010628
                     74,                 1.6529,                 1.8849,                 1.1419,                0.87486,                0.46936,                0.42901,                0.42216,                0.18945,                0.37501,                0.34313,                0.29469,                0.08607,                 1.9623,                 2.9514,                 1.3248,                0.89058,              0.0010496,              0.0010496,              0.0010496
                     75,                 1.6054,                 1.9231,                 1.0364,                0.86635,                0.46936,                0.42901,                0.42216,                0.18945,                0.37501,                0.34313,                0.29469,                0.08607,                 1.9623,                 2.9514,                 1.3248,                0.89058,              0.0010364,              0.0010364,              0.0010364
                     76,                 1.6524,                 1.8367,                 1.0333,                0.86033,                0.49218,                0.40719,                0.41593,                0.17189,                 0.3458,                0.40719,                0.30012,                0.08654,                 1.9871,                 2.9753,                 1.3583,                0.89491,              0.0010232,              0.0010232,              0.0010232
                     77,                 1.5467,                 1.8462,                 1.0386,                0.87471,                0.49218,                0.40719,                0.41593,                0.17189,                 0.3458,                0.40719,                0.30012,                0.08654,                 1.9871,                 2.9753,                 1.3583,                0.89491,                0.00101,                0.00101,                0.00101
                     78,                 1.6722,                 1.8562,                0.99717,                0.83728,                0.55003,                0.35928,                0.40839,                0.16922,                 0.3471,                0.44611,                0.33751,                0.09041,                 1.9595,                  3.071,                 1.3988,                0.89135,              0.0009968,              0.0009968,              0.0009968
                     79,                 1.6731,                 2.1655,                0.97921,                0.84177,                0.55003,                0.35928,                0.40839,                0.16922,                 0.3471,                0.44611,                0.33751,                0.09041,                 1.9595,                  3.071,                 1.3988,                0.89135,              0.0009836,              0.0009836,              0.0009836
                     80,                 1.6837,                 2.0188,                 1.0833,                0.84112,                0.52769,                0.43114,                0.43218,                0.17361,                0.35556,                0.42123,                0.31549,                0.09205,                   1.94,                 2.9287,                 1.4976,                0.88764,              0.0009704,              0.0009704,              0.0009704
                     81,                 1.7712,                 2.1096,                 1.0627,                0.83556,                0.52769,                0.43114,                0.43218,                0.17361,                0.35556,                0.42123,                0.31549,                0.09205,                   1.94,                 2.9287,                 1.4976,                0.88764,              0.0009572,              0.0009572,              0.0009572
                     82,                 1.4992,                 1.5329,                0.99556,                0.84201,                0.53727,                0.41617,                0.42485,                0.17881,                0.36738,                0.39817,                0.30874,                0.08715,                 1.9135,                 2.8552,                 1.6082,                0.88405,               0.000944,               0.000944,               0.000944
                     83,                 1.5779,                 1.7901,                0.97497,                0.83818,                0.53727,                0.41617,                0.42485,                0.17881,                0.36738,                0.39817,                0.30874,                0.08715,                 1.9135,                 2.8552,                 1.6082,                0.88405,              0.0009308,              0.0009308,              0.0009308
                     84,                  1.747,                 1.9983,                 1.1155,                0.85189,                0.50291,                0.41916,                0.41518,                0.18202,                0.33321,                0.40719,                0.29612,                0.08661,                 1.8769,                 2.7351,                 1.5384,                0.88029,              0.0009176,              0.0009176,              0.0009176
                     85,                 1.7415,                 2.0442,                 1.0462,                   0.85,                0.50291,                0.41916,                0.41518,                0.18202,                0.33321,                0.40719,                0.29612,                0.08661,                 1.8769,                 2.7351,                 1.5384,                0.88029,              0.0009044,              0.0009044,              0.0009044
                     86,                 1.5927,                 1.8313,                0.99527,                0.86202,                 0.5861,                0.39521,                0.42583,                0.19418,                0.36635,                0.41317,                0.34609,                0.10676,                 1.8319,                 2.6309,                 1.4831,                0.88448,              0.0008912,              0.0008912,              0.0008912
                     87,                 1.5614,                 1.8227,                0.94679,                0.84463,                 0.5861,                0.39521,                0.42583,                0.19418,                0.36635,                0.41317,                0.34609,                0.10676,                 1.8319,                 2.6309,                 1.4831,                0.88448,               0.000878,               0.000878,               0.000878
                     88,                  1.649,                 1.8295,                0.99112,                0.84435,                0.56318,                 0.3982,                0.42097,                0.19084,                0.37444,                0.43114,                0.36721,                0.11574,                 1.8356,                   2.63,                 1.3874,                0.88535,              0.0008648,              0.0008648,              0.0008648
                     89,                 1.7417,                 2.0737,                 1.1674,                0.85928,                0.56318,                 0.3982,                0.42097,                0.19084,                0.37444,                0.43114,                0.36721,                0.11574,                 1.8356,                   2.63,                 1.3874,                0.88535,              0.0008516,              0.0008516,              0.0008516
                     90,                 1.6198,                 1.7732,                0.95783,                0.84585,                0.56379,                0.38623,                0.42081,                0.19828,                0.38509,                0.43114,                0.36887,                0.12249,                 1.8087,                 2.6401,                 1.3191,                 0.8824,              0.0008384,              0.0008384,              0.0008384
                     91,                  1.516,                  1.913,                 1.0344,                0.82566,                0.56379,                0.38623,                0.42081,                0.19828,                0.38509,                0.43114,                0.36887,                0.12249,                 1.8087,                 2.6401,                 1.3191,                 0.8824,              0.0008252,              0.0008252,              0.0008252
                     92,                  1.487,                 1.6917,                0.91564,                 0.8379,                0.61977,                0.36228,                0.42335,                0.20197,                0.32294,                0.36844,                0.32842,                0.10837,                 1.8358,                 2.7862,                 1.3041,                0.87964,               0.000812,               0.000812,               0.000812
                     93,                  1.759,                 2.3185,                 1.0923,                0.83507,                0.61977,                0.36228,                0.42335,                0.20197,                0.32294,                0.36844,                0.32842,                0.10837,                 1.8358,                 2.7862,                 1.3041,                0.87964,              0.0007988,              0.0007988,              0.0007988
                     94,                 1.6774,                 1.8669,                 1.0341,                0.82582,                0.60562,                0.38161,                0.44847,                0.20558,                 0.3677,                0.38623,                0.33976,                0.11714,                 1.8655,                 2.8381,                 1.3133,                0.88339,              0.0007856,              0.0007856,              0.0007856
                     95,                 1.6342,                  1.903,                0.96019,                0.83618,                0.60562,                0.38161,                0.44847,                0.20558,                 0.3677,                0.38623,                0.33976,                0.11714,                 1.8655,                 2.8381,                 1.3133,                0.88339,              0.0007724,              0.0007724,              0.0007724
                     96,                 1.7507,                 2.1732,                 1.1006,                0.83916,                0.56112,                0.41317,                0.46233,                0.20849,                0.40987,                0.40419,                0.37095,                0.12652,                 1.8588,                 2.7938,                 1.3184,                0.88517,              0.0007592,              0.0007592,              0.0007592
                     97,                 1.5026,                 1.7222,                 0.9546,                0.84779,                0.56112,                0.41317,                0.46233,                0.20849,                0.40987,                0.40419,                0.37095,                0.12652,                 1.8588,                 2.7938,                 1.3184,                0.88517,               0.000746,               0.000746,               0.000746
                     98,                  1.451,                 1.6411,                0.95823,                0.84774,                0.56895,                0.43075,                0.45381,                0.20218,                0.45333,                0.40419,                0.38361,                0.12718,                 1.8842,                 2.7384,                  1.333,                0.88665,              0.0007328,              0.0007328,              0.0007328
                     99,                 1.7039,                 2.0571,                 1.1031,                0.82528,                0.56895,                0.43075,                0.45381,                0.20218,                0.45333,                0.40419,                0.38361,                0.12718,                 1.8842,                 2.7384,                  1.333,                0.88665,              0.0007196,              0.0007196,              0.0007196
                    100,                 1.5433,                 1.9537,                0.99012,                0.83212,                0.55307,                0.41916,                0.44507,                0.20601,                0.48642,                0.40719,                0.40026,                0.12855,                  1.868,                 2.6782,                 1.2955,                0.88236,              0.0007064,              0.0007064,              0.0007064
                    101,                 1.8148,                 2.3665,                 1.1421,                0.84189,                0.55307,                0.41916,                0.44507,                0.20601,                0.48642,                0.40719,                0.40026,                0.12855,                  1.868,                 2.6782,                 1.2955,                0.88236,              0.0006932,              0.0006932,              0.0006932
                    102,                  1.757,                 2.0233,                 1.0701,                0.82812,                0.54709,                0.42216,                0.46075,                0.20912,                0.42339,                0.37725,                0.35902,                0.11341,                 1.8842,                 2.6017,                 1.2711,                0.88448,                0.00068,                0.00068,                0.00068
                    103,                 1.5165,                 1.7476,                0.90059,                0.84799,                0.54709,                0.42216,                0.46075,                0.20912,                0.42339,                0.37725,                0.35902,                0.11341,                 1.8842,                 2.6017,                 1.2711,                0.88448,              0.0006668,              0.0006668,              0.0006668
                    104,                 1.4928,                 1.6136,                0.88143,                0.83333,                0.57238,                0.41278,                0.46995,                0.21316,                0.44153,                0.38024,                0.37086,                0.11864,                 1.8914,                 2.6281,                 1.2774,                0.88453,              0.0006536,              0.0006536,              0.0006536
