                  epoch,         train/box_loss,         train/seg_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(M),      metrics/recall(M),       metrics/mAP50(M),    metrics/mAP50-95(M),           val/box_loss,           val/seg_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     94,                 1.7103,                 1.7345,                 1.0545,                0.83826,                0.07446,                0.26048,                0.04412,                0.02016,                0.07002,                0.27844,                0.04345,                0.01786,                 2.1671,                 609.16,                    inf,                 4.8796,              0.0016357,              0.0016357,              0.0016357
                     95,                 1.6425,                 1.7753,                0.96932,                0.84873,                0.07446,                0.26048,                0.04412,                0.02016,                0.07002,                0.27844,                0.04345,                0.01786,                 2.1671,                 609.16,                    inf,                 4.8796,              0.0016317,              0.0016317,              0.0016317
                     96,                 1.7291,                 1.8848,                 1.0906,                0.84974,                0.08212,                0.30838,                0.05064,                0.02129,                0.07285,                0.26946,                0.04449,                0.01854,                 2.2383,                 487.08,                    inf,                 3.4615,              0.0016278,              0.0016278,              0.0016278
                     97,                  1.588,                 1.6989,                 0.9689,                0.86549,                0.08212,                0.30838,                0.05064,                0.02129,                0.07285,                0.26946,                0.04449,                0.01854,                 2.2383,                 487.08,                    inf,                 3.4615,              0.0016238,              0.0016238,              0.0016238
                     98,                 1.5296,                 1.7667,                0.96566,                0.87061,                0.17562,                0.38922,                0.11405,                0.04549,                0.16123,                0.41317,                0.10981,                0.03573,                  2.054,                 2.7995,                 42.415,                0.93473,              0.0016198,              0.0016198,              0.0016198
                     99,                 1.7905,                 2.1461,                 1.1796,                0.83192,                0.17562,                0.38922,                0.11405,                0.04549,                0.16123,                0.41317,                0.10981,                0.03573,                  2.054,                 2.7995,                 42.415,                0.93473,              0.0016159,              0.0016159,              0.0016159
                    100,                 1.6551,                 1.9144,                 1.0079,                0.84665,                0.11787,                0.36228,                 0.0787,                0.03312,                0.12352,                0.36826,                0.08538,                0.03352,                 2.0663,                 3.9975,                    inf,                 0.9423,              0.0016119,              0.0016119,              0.0016119
                    101,                 1.9111,                 2.4146,                 1.2821,                0.85384,                0.11787,                0.36228,                 0.0787,                0.03312,                0.12352,                0.36826,                0.08538,                0.03352,                 2.0663,                 3.9975,                    inf,                 0.9423,               0.001608,               0.001608,               0.001608
                    102,                 1.7991,                 1.9449,                 1.1501,                0.83496,                0.56265,                 0.3982,                0.43273,                0.18822,                0.47816,                0.40053,                0.37442,                0.11844,                 1.9606,                 2.7719,                 1.3422,                0.89302,               0.001604,               0.001604,               0.001604
                    103,                 1.5755,                 1.8042,                0.97353,                0.85173,                0.56265,                 0.3982,                0.43273,                0.18822,                0.47816,                0.40053,                0.37442,                0.11844,                 1.9606,                 2.7719,                 1.3422,                0.89302,                 0.0016,                 0.0016,                 0.0016
                    104,                 1.6017,                 1.7318,                0.91502,                0.84171,                 0.5374,                0.44611,                0.47137,                0.19543,                0.44521,                 0.3503,                0.34037,                0.09283,                 1.9364,                 3.0623,                 1.2625,                0.89266,              0.0015961,              0.0015961,              0.0015961
                    105,                 1.6617,                 1.6367,                0.97722,                0.83119,                 0.5374,                0.44611,                0.47137,                0.19543,                0.44521,                 0.3503,                0.34037,                0.09283,                 1.9364,                 3.0623,                 1.2625,                0.89266,              0.0015921,              0.0015921,              0.0015921
                    106,                 1.7322,                 1.9696,                0.99154,                0.83233,                0.52115,                 0.4012,                0.42897,                0.18546,                0.41888,                0.40419,                0.35869,                0.09825,                 2.0173,                 3.0882,                 1.4887,                 0.9021,              0.0015882,              0.0015882,              0.0015882
