,image,Metric,yolo_rmse,dualsight_rmse,yolo_pred_mean,dual_pred_mean,yolo_gt_mean,dual_gt_mean,yolo_r2_mean,dual_r2_mean
151,S02_03_SE1_1000X24:,feret_diameter_max,53.32821551941054,55.54174197793115,202.07175375420468,204.39057428110118,218.30689101503978,218.30689101503978,0.4566915662380663,0.410652647577877
152,S02_03_SE1_1000X24:,perimeter,170.75362720595203,175.84224937615113,587.5342557673112,585.8359456889995,627.6087742219686,627.6087742219686,0.5321684055301728,0.5038692634458943
153,S02_03_SE1_1000X24:,solidity,0.01880342395112559,0.028312584207186103,0.9462902807044392,0.9499976510695595,0.9417529024879403,0.9417529024879403,0.8849173350992755,0.7390873978407542
154,S04_01_SE1_1000X45:,area,1123.9295039790218,1100.0446455586348,4645.3675213675215,4826.042735042735,4953.153846153846,4953.153846153846,0.922098604512615,0.9253744205130742
155,S04_01_SE1_1000X45:,area_convex,1208.596226043602,1255.6750083105605,4832.008547008547,5040.350427350428,5155.940170940171,5155.940170940171,0.916694600324669,0.9100781597965386
156,S04_01_SE1_1000X45:,major_axis_length,16.377441726520335,15.17089744293095,81.69459356305713,84.6749782506511,86.59539914101336,86.59539914101336,0.7380234052571876,0.7752017572326093
157,S04_01_SE1_1000X45:,minor_axis_length,7.5056158568720255,6.709156080754571,62.95699131036986,64.51397420487115,65.29319304177427,65.29319304177427,0.9398449698629427,0.9519343219507852
158,S04_01_SE1_1000X45:,eccentricity,0.11985207091750863,0.10977913968230286,0.586570575082746,0.5747182952800591,0.5871464920265445,0.5871464920265445,0.7393444263768317,0.7813167212504165
159,S04_01_SE1_1000X45:,equivalent_diameter,10.173792189316096,9.028844244943453,70.1397644871621,72.10406033200871,73.46668114293908,73.46668114293908,0.8861567722349484,0.9103385417217219
162,S04_01_SE1_1000X45:,feret_diameter_max,15.611767169418503,15.101495951349403,84.95724748708442,87.38333356067157,89.05920410017386,89.05920410017386,0.7753446326408069,0.7897903695339494
163,S04_01_SE1_1000X45:,perimeter,43.62103636631069,51.33349139979431,248.48307854513743,258.64855222449796,258.92501618870386,258.92501618870386,0.8237740711824592,0.7559496380886952
164,S04_01_SE1_1000X45:,solidity,0.02936539212534189,0.04531791453477124,0.9655653014094723,0.9593423636051541,0.958660471625963,0.958660471625963,0.07244785925065067,-1.2090551339689029
165,S05_02_SE1_300X59:,area,1749.6029711626095,1663.10119274793,4382.18556701031,4529.144329896907,5080.969072164949,5080.969072164949,0.608087831915642,0.6458827502486028
166,S05_02_SE1_300X59:,area_convex,2031.2346253184992,1916.6898737576062,4545.453608247422,4713.319587628866,5388.690721649485,5388.690721649485,0.5304217786344787,0.581889127448272
167,S05_02_SE1_300X59:,major_axis_length,30.16165270206812,28.32337315686807,82.03081589693728,84.40044309170847,95.0766558195654,95.0766558195654,-0.04569403228942859,0.07788665343565626
168,S05_02_SE1_300X59:,minor_axis_length,12.34984751404757,11.182201108536903,63.24083631880833,64.77746383182675,66.85218899955342,66.85218899955342,0.7303952006151411,0.7789660291913261
169,S05_02_SE1_300X59:,eccentricity,0.14777797092579173,0.16754909287177353,0.5681030270867761,0.5545845922643309,0.6207005433025314,0.6207005433025314,0.6136278991532627,0.50332703303712
