                  epoch,         train/box_loss,         train/seg_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(M),      metrics/recall(M),       metrics/mAP50(M),    metrics/mAP50-95(M),           val/box_loss,           val/seg_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     91,                 1.4666,                 1.7072,                0.90606,                0.81891,                0.61361,                0.46108,                0.47036,                0.21119,                0.49005,                 0.3913,                0.40773,                0.13551,                 1.8724,                 2.8476,                 1.2678,                0.87644,              0.0008252,              0.0008252,              0.0008252
                     92,                 1.4168,                 1.5502,                0.85093,                0.83499,                0.61391,                 0.4521,                 0.4742,                0.20446,                0.45502,                 0.4521,                0.41444,                0.14027,                 1.9075,                 2.8222,                  1.312,                0.87558,               0.000812,               0.000812,               0.000812
                     93,                 1.6792,                 2.1548,                 1.0287,                0.83037,                0.61391,                 0.4521,                 0.4742,                0.20446,                0.45502,                 0.4521,                0.41444,                0.14027,                 1.9075,                 2.8222,                  1.312,                0.87558,              0.0007988,              0.0007988,              0.0007988
                     94,                 1.5649,                 1.6914,                0.91433,                0.82104,                0.59023,                0.46145,                0.47602,                0.20344,                0.45331,                0.43413,                0.39168,                0.12839,                 1.8993,                 2.7401,                 1.3659,                0.87721,              0.0007856,              0.0007856,              0.0007856
                     95,                 1.5074,                 1.6305,                0.87824,                0.82529,                0.59023,                0.46145,                0.47602,                0.20344,                0.45331,                0.43413,                0.39168,                0.12839,                 1.8993,                 2.7401,                 1.3659,                0.87721,              0.0007724,              0.0007724,              0.0007724
                     96,                 1.5736,                 1.9232,                  1.041,                0.83161,                0.61708,                0.43713,                0.49498,                0.21553,                0.45745,                0.39521,                0.38283,                0.11369,                 1.8634,                 2.7238,                 1.4011,                 0.8826,              0.0007592,              0.0007592,              0.0007592
                     97,                 1.4098,                 1.5881,                0.90374,                0.84308,                0.61708,                0.43713,                0.49498,                0.21553,                0.45745,                0.39521,                0.38283,                0.11369,                 1.8634,                 2.7238,                 1.4011,                 0.8826,               0.000746,               0.000746,               0.000746
                     98,                 1.3586,                 1.5246,                0.87208,                 0.8404,                0.55927,                 0.4521,                0.48016,                0.20753,                0.47168,                0.38024,                0.36255,                0.10756,                 1.8872,                  2.749,                  1.411,                 0.8892,              0.0007328,              0.0007328,              0.0007328
                     99,                 1.6476,                 1.9647,                0.98858,                0.81881,                0.55927,                 0.4521,                0.48016,                0.20753,                0.47168,                0.38024,                0.36255,                0.10756,                 1.8872,                  2.749,                  1.411,                 0.8892,              0.0007196,              0.0007196,              0.0007196
                    100,                 1.4661,                 1.8438,                0.87969,                0.82843,                0.49828,                0.46108,                0.47344,                0.20629,                0.48378,                0.39843,                0.39057,                0.11282,                 1.8901,                 2.8169,                 1.3994,                 0.8872,              0.0007064,              0.0007064,              0.0007064
                    101,                 1.7568,                 2.3006,                 1.1937,                 0.8368,                0.49828,                0.46108,                0.47344,                0.20629,                0.48378,                0.39843,                0.39057,                0.11282,                 1.8901,                 2.8169,                 1.3994,                 0.8872,              0.0006932,              0.0006932,              0.0006932
                    102,                 1.6635,                 1.8718,                 1.0072,                0.82227,                0.55857,                0.44012,                 0.4839,                0.21601,                0.46661,                0.40073,                 0.3834,                0.11551,                 1.8974,                 2.8972,                 1.3015,                0.88323,                0.00068,                0.00068,                0.00068
